account_id,tx_count,active_days,mean_gap_min,std_gap_min,night_tx_ratio,weekend_tx_ratio,burstiness_cv,amt_mean,amt_median,amt_std,amt_max,amt_p95,amt_p05,amt_cv,amt_p95_p05_spread,amt_max_to_median,session_count,avg_session_duration_min,median_tx_per_session,max_tx_per_session,avg_counterparties_per_session,in_amount_total,in_tx_count,in_unique_counterparties,out_amount_total,out_tx_count,out_unique_counterparties,net_flow,out_in_ratio,tx_out_ratio,transfer_action_share,account_money_launderer
NORM_A_0010,99,5,366.16925372159864,2265.9879402362976,0.0,0.3939393939393939,6.188362122722477,63992.1516755802,4.972375690607735,378551.00515227794,2600000.0,113.94613333333197,0.1440468227424749,5.915584884087205,113.80208651058949,522888.8888888889,5.0,3.7487210699999998,20.0,25.0,2.4,814.365552742616,5,1,6334408.650329697,94.0,2.0,-6333594.284776954,7778.335698258244,0.9494949494949495,0.0,0
NORM_A_0011,120,6,342.8816449137255,1895.46680936283,0.35,0.13333333333333333,5.528049802256868,99462.87321476737,6.716658647537399,432908.33527628984,3133333.333333333,946666.6666666658,0.14380264741275572,4.352461589778561,946666.5228640185,466501.7976582956,6.0,3.1317503472222223,21.0,23.0,2.1666666666666665,756.3079570791527,6,1,11934788.477815006,114.0,2.0,-11934032.169857927,15780.329118718962,0.95,0.0,0
NORM_A_0012,57,3,132.91376042440476,716.6503434251325,0.0,0.3157894736842105,5.391844615161049,353243.5502669853,9.803921568627452,2319066.651414652,17333333.33423913,259.02293078042953,0.13996791014841556,6.56506438592262,258.8829628702811,1768000.000092391,3.0,3.784274966666667,18.0,21.0,2.3333333333333335,17333861.434423074,3,1,2801020.930795089,54.0,2.0,14532840.503627986,0.16159243809533289,0.9473684210526315,0.0,0
NORM_A_0013,98,5,347.04279847474226,2381.946130313147,0.6224489795918368,0.20408163265306123,6.863551529614884,436749.1647619469,8.048289738430585,2660180.8258270756,25800000.0,1896666.6666666649,0.22833333333333336,6.090866429651961,1896666.4383333316,3205649.9999999995,5.0,3.4101189966666667,20.0,22.0,2.2,25800422.27254775,5,1,17000995.87412304,93.0,2.0,8799426.398424711,0.6589425434409457,0.9489795918367347,0.0,0
NORM_A_0014,55,3,506.7154149169753,3219.02706632934,0.6181818181818182,0.21818181818181817,6.352731674556957,381840.98768564855,7.2,2831636.291143913,21000000.0,44.69999999999996,0.18695128969811123,7.4157473463143875,44.51304871030185,2916666.6666666665,3.0,3.0563030944444445,21.0,22.0,2.0,21000560.46224559,3,1,693.8604650790282,52.0,1.0,20999866.60178051,3.304009273116484e-05,0.9454545454545454,0.0,0
NORM_A_0015,123,6,341.32904868510934,2382.815653814572,0.5365853658536586,0.6422764227642277,6.980992865956808,236874.86422473355,9.333333333333334,1578685.0270140208,16933333.333333336,993333.3333333328,0.20111111111111113,6.664637179554236,993333.1322222217,1814285.7142857146,6.0,3.65228755,20.0,26.0,2.3333333333333335,16934174.520130504,6,1,12201433.77951172,117.0,2.0,4732740.740618784,0.7205213200683188,0.9512195121951219,0.0,0
NORM_A_0016,95,5,308.327268295922,1594.1280756860601,0.5052631578947369,0.49473684210526314,5.170246811112634,444929.0720757871,11.956521739130434,3384225.4342340357,32800000.0,1299999.999999999,0.2860200668896321,7.606213319451471,1299999.7139799322,2743272.7272727275,6.0,2.798571847222222,17.0,17.0,2.3333333333333335,32800416.050611507,6,1,9467845.796588264,89.0,2.0,23332570.254023243,0.2886501738874057,0.9368421052631579,0.0,0
NORM_A_0017,146,6,247.04614695287356,1842.2614892472657,0.4794520547945205,0.136986301369863,7.457155320858718,212833.82356059295,10.066666666666666,1354279.725828796,15533333.333333332,1266666.6666666667,0.2647412755716005,6.363085073473943,1266666.4019253913,1543046.357615894,7.0,3.356758716666667,20.0,30.0,2.142857142857143,15534367.925053393,7,1,15539370.314793177,139.0,2.0,-5002.389739783481,1.000322020809853,0.952054794520548,0.0,0
NORM_A_0018,113,5,212.19293663333337,1296.7018613982111,0.5309734513274337,0.6106194690265486,6.110956764026953,85564.68863973397,9.657947686116701,456559.58033164934,3133333.333333333,129.34304779955994,0.21672240802675585,5.3358410763810715,129.1263253915332,324430.5555555555,5.0,4.33731504,24.0,29.0,2.6,602.7973459289249,5,1,9668207.01894401,108.0,2.0,-9667604.221598081,16038.90110704631,0.9557522123893806,0.0,0
NORM_A_0019,88,4,346.2570146636016,2071.5567943508613,0.7613636363636364,0.23863636363636365,5.982714303603169,97759.10297270077,9.543185036142784,403925.4851033953,2666666.6666666665,796666.6666666649,0.1927777777777778,4.131845248377448,796666.4738888871,279431.51647665154,4.0,4.719014395833333,21.0,25.0,2.75,1573.7512882447663,4,1,8601227.310309421,84.0,2.0,-8599653.559021177,5465.4298773617065,0.9545454545454546,0.0,0
NORM_A_0020,141,6,278.1618709922619,1854.3724793577444,0.44680851063829785,0.18439716312056736,6.666522887349037,124310.72275511218,8.8,505087.1964095282,3066666.6666666665,1191289.0030208984,0.2647412755716005,4.063102403519385,1191288.738279623,348484.84848484845,7.0,3.7449208095238093,20.0,27.0,2.2857142857142856,1562.850298402081,7,1,17526249.058172416,134.0,2.0,-17524686.207874015,11214.285255658802,0.950354609929078,0.0,0
NORM_A_0021,65,3,612.2253191604166,3707.2498982491475,0.3076923076923077,0.24615384615384617,6.05536847664702,708735.2264228909,8.175135777705329,3663964.7273373045,29133333.333333332,2826666.666666665,0.14896828175748283,5.1697228961370625,2826666.5176983834,3563651.311184796,3.0,3.206372955555555,20.0,29.0,2.0,29133748.57026087,3,1,16934041.147227038,62.0,1.0,12199707.423033834,0.5812517090407294,0.9538461538461539,0.0,0
NORM_A_0022,52,3,102.40542935947713,608.4247893502679,0.34615384615384615,0.21153846153846154,5.941333317538219,178216.2847967493,8.003626369910569,669106.37163183,3333333.333333333,1463333.3333333302,0.15432643786862874,3.754462575599795,1463333.1790068923,416477.87881064956,3.0,2.809922577777778,18.0,23.0,2.0,7.593532684400719,3,1,9267239.215898281,49.0,1.0,-9267231.622365596,1220412.1060722938,0.9423076923076923,0.0,0
NORM_A_0023,138,6,250.54707879318735,1722.8437801845757,0.3333333333333333,0.38405797101449274,6.876327548830402,150743.9327688009,8.515032679738562,556970.958274241,3200000.0,1600000.0,0.2527201783723523,3.6948150950027214,1599999.7472798217,375805.95640159654,6.0,4.120813916666666,23.0,27.0,2.5,1102.3113797953965,6,1,20801560.410714727,132.0,2.0,-20800458.099334933,18870.85699376139,0.9565217391304348,0.0,0
NORM_A_0024,51,2,296.4931177143333,1994.2321026847605,0.3137254901960784,0.0,6.726065407717738,57535.345932818316,16.666666666666668,311557.25449034054,2066666.6666666665,67.93333333333334,0.2942056987762945,5.415058333952372,67.63912763455704,123999.99999999999,3.0,3.161925422222222,16.0,19.0,2.3333333333333335,102.25767932489451,3,1,2934200.3848944097,48.0,2.0,-2934098.1272150846,28694.181251383845,0.9411764705882353,0.0,0
NORM_A_0025,68,3,168.4269744818408,980.8099912757273,0.29411764705882354,0.38235294117647056,5.82335456831159,67672.98900743255,13.8305152979066,353042.37135778856,2533333.3333333335,307.99094451323316,0.15475330926594466,5.216887513554541,307.8361912039672,183169.8442730316,3.0,3.6078157944444444,22.0,26.0,2.0,637.8680622194707,3,1,4601125.384443194,65.0,1.0,-4600487.516380974,7213.286974164397,0.9558823529411765,0.0,0
NORM_A_0026,119,7,322.9183742548023,1857.291594444604,0.6722689075630253,0.2605042016806723,5.751582265117833,396176.6201125557,5.6,2879110.090180703,30866666.666666664,1413333.3333333288,0.21046601498233003,7.267238761749075,1413333.122867314,5511904.761904762,7.0,3.243220688095238,17.0,24.0,2.4285714285714284,30867568.50514182,7,1,16277449.288252305,112.0,2.0,14590119.216889516,0.527331761992878,0.9411764705882353,0.0,0
NORM_A_0027,116,7,340.21877962898554,1791.4136364534431,0.3879310344827586,0.13793103448275862,5.265475463779544,140252.845654879,9.661703554661301,592076.2024628539,3333333.333333333,966666.6666666666,0.1631430882725813,4.221491547628055,966666.5035235784,345004.7203865163,7.0,2.8078067952380947,16.0,25.0,2.142857142857143,1248.357332296987,7,1,16268081.738633666,109.0,2.0,-16266833.38130137,13031.590649369818,0.9396551724137931,0.0,0
NORM_A_0028,68,3,235.60164162462686,1402.0989996342898,1.0,0.35294117647058826,5.951142742325153,182367.11942991844,5.2058311313956285,657910.4670753323,2933333.3333333335,2200000.0,0.10733532150892064,3.6076156114762763,2199999.8926646784,563470.7041576544,3.0,4.184463294444444,22.0,24.0,2.6666666666666665,370.6078431372549,3,1,12400593.513391316,65.0,2.0,-12400222.90554818,33460.148626155074,0.9558823529411765,0.0,0
NORM_A_0029,141,7,182.16718800940475,1011.6078999785269,0.7304964539007093,0.11347517730496454,5.553183924243814,70471.69380352982,9.51086956521739,385509.1671042106,2800000.0,280.0,0.2045728038507822,5.4704115411073175,279.7954271961492,294400.0,7.0,3.515307585714286,20.0,26.0,2.2857142857142856,1329.4776445539817,7,1,9935179.348653153,134.0,2.0,-9933849.8710086,7472.994667756331,0.950354609929078,0.0,0
NORM_A_0030,87,4,115.14807186782946,784.0243641537035,0.0,0.7126436781609196,6.808836235257426,74347.32205796367,10.133333333333333,367883.7260249124,2333333.3333333335,184.08980000000045,0.14581939799331103,4.94817722873862,183.94398060200714,230263.15789473685,4.0,2.908024745833333,22.5,29.0,2.0,305.8604927536232,4,1,6467911.1585500855,83.0,1.0,-6467605.298057332,21146.605435439873,0.9540229885057471,0.0,0
NORM_A_0031,84,3,140.27806388855421,1063.8572746685268,0.4642857142857143,0.21428571428571427,7.583917578971738,131762.52893286213,7.820123354506123,570110.9708693188,3266666.6666666665,666666.6666666666,0.14106465997770345,4.326806532074164,666666.5256020067,417725.7210123601,4.0,3.4858284,21.5,23.0,2.25,499.53693411589825,4,1,11067552.893426303,80.0,2.0,-11067053.356492188,22155.624814838025,0.9523809523809523,0.0,0
NORM_A_0032,94,5,464.53908161648746,2967.7853200527848,0.40425531914893614,0.5319148936170213,6.388666610623126,136899.07085224264,8.809651386580352,560193.7014746071,2933333.3333333335,1189999.9999999958,0.1806020066889632,4.092019748470267,1189999.8193979892,332968.1510214637,5.0,3.7103758733333336,21.0,23.0,2.4,679.3057867178602,5,1,12867833.35432409,89.0,2.0,-12867154.048537372,18942.622904033287,0.9468085106382979,0.0,0
NORM_A_0033,69,3,419.1791063156863,2664.4087448831237,0.34782608695652173,0.0,6.35625369857185,139150.99422938662,10.06036217303823,524522.1601500198,2466666.6666666665,1253333.333333332,0.2066666666666667,3.7694460111823513,1253333.1266666653,245186.66666666663,3.0,3.4447362611111116,24.0,29.0,2.0,520.7319889502762,3,1,9600897.869838728,66.0,1.0,-9600377.137849778,18437.311464565126,0.9565217391304348,0.0,0
NORM_A_0034,161,5,181.90962066135415,1284.0103143339707,0.5590062111801242,0.0,7.058506909452055,218675.30042440858,9.62962962962963,681010.1762727848,3266666.6666666665,1600000.0,0.3008423586040915,3.1142528440618085,1599999.6991576415,339230.7692307692,7.0,4.230525983333334,23.0,27.0,2.4285714285714284,1349.5665730469427,7,1,35205373.80175673,154.0,2.0,-35204024.235183686,26086.429898951093,0.9565217391304348,0.0,0
NORM_A_0035,58,4,355.821964648538,1813.823941868747,0.3275862068965517,0.6724137931034483,5.097560359041763,36760.919880577916,8.883695652173913,279859.8985269969,2131363.0007135714,46.5602641717116,0.24909747292418777,7.612973218193506,46.31116669878741,239918.50736039225,4.0,2.6790976125,14.0,19.0,2.25,118.17578446524557,4,1,2132015.177289054,54.0,2.0,-2131897.0015045884,18041.049500425022,0.9310344827586207,0.0,0
NORM_A_0036,135,6,268.6939081810945,1674.606007612572,0.3333333333333333,0.2962962962962963,6.232392907411656,126113.08078027064,10.448252726815287,577682.9127269064,3333333.333333333,200185.88826666476,0.17713489409141586,4.580674020115446,200185.71113177066,319032.60961312527,6.0,4.24096223888889,22.5,31.0,2.3333333333333335,488.2285694473152,6,1,17024777.676767092,129.0,2.0,-17024289.448197644,34870.506853049366,0.9555555555555556,0.0,0
NORM_A_0037,121,6,326.02533085180556,1913.0587955835792,0.3305785123966942,0.4628099173553719,5.867822572514029,128395.96894362166,9.054325955734408,511141.84661742527,3066666.6666666665,1600000.0,0.22864019253910953,3.980980484222728,1599999.7713598073,338696.29629629623,6.0,3.429420533333333,20.0,26.0,2.1666666666666665,1014.5869630576868,6,1,15534897.655215165,115.0,2.0,-15533883.068252107,15311.54866054778,0.9504132231404959,0.0,0
NORM_A_0038,56,3,154.95417352242427,839.6752265045589,0.0,0.3392857142857143,5.418861637715391,132174.1753043506,11.152898550724636,570866.9946991046,3000000.0,466974.00266666664,0.22777777777777777,4.319050929461818,466973.7748888889,268988.369826522,3.0,3.904822233333334,19.0,23.0,2.6666666666666665,1049.040619843924,3,1,7400704.776423789,53.0,2.0,-7399655.735803945,7054.736143129389,0.9464285714285714,0.0,0
NORM_A_0039,144,7,231.63025383135198,1381.210853232885,0.5416666666666666,0.4652777777777778,5.962998487401965,155579.07772343405,11.155555555555555,543829.2107120281,3133333.333333333,1739999.9999999977,0.18184503901895205,3.4955163552182054,1739999.8181549585,280876.4940239044,7.0,3.401778511904762,20.0,29.0,2.142857142857143,1587.6060196561639,7,1,22401799.586154845,137.0,2.0,-22400211.980135188,14110.427466763145,0.9513888888888888,0.0,0
NORM_A_0040,95,4,213.87955243741135,1195.9741571382403,0.0,0.5368421052631579,5.591811575761663,461070.2645180303,9.066666666666666,2975939.5982016586,28600000.0,1733333.3333333314,0.12508361204013377,6.454416663179292,1733333.2082497193,3154411.7647058824,4.0,3.879900675,24.0,31.0,2.25,28600615.470417254,4,1,15201059.658795627,91.0,2.0,13399555.811621627,0.5314941447507898,0.9578947368421052,0.0,0
NORM_A_0041,83,4,338.0984087178862,2389.845795491054,0.0,0.3253012048192771,7.068491699069703,431459.75149762945,12.228260869565217,2854832.252397212,24666666.666666668,52.06763285024154,0.2521620537505015,6.616682651134604,51.815470796491034,2017185.1851851854,4.0,3.5467355,21.0,27.0,2.5,24666795.47504578,4,1,11144363.899257466,79.0,2.0,13522431.575788315,0.451796177194224,0.9518072289156626,0.0,0
NORM_A_0042,117,5,326.9270242719827,2107.264740250722,0.6324786324786325,0.48717948717948717,6.445673143550256,50158.74070374759,8.42391304347826,343397.99485514703,2666666.6666666665,55.625362318840445,0.19609067261241175,6.84622440749375,55.42927164622803,316559.1397849463,6.0,2.891880005555556,19.5,27.0,2.0,415.73544058593166,6,1,5868156.9268978825,111.0,1.0,-5867741.191457297,14115.123114419557,0.9487179487179487,0.0,0
NORM_A_0043,105,5,207.72320315,1165.9142342027185,0.3523809523809524,0.3047619047619048,5.612826186590213,114306.39815304843,13.0,469647.8456978426,2666666.6666666665,879999.9999999992,0.24153102935711632,4.108675046072367,879999.7584689698,205128.20512820513,6.0,3.3640620944444444,16.5,21.0,2.3333333333333335,661.3482108255265,6,1,12001510.457859261,99.0,2.0,-12000849.109648436,18147.037009260825,0.9428571428571428,0.0,0
NORM_A_0044,137,6,251.0554608199755,1501.0121239570958,0.35036496350364965,0.11678832116788321,5.9788069100533425,193694.20748348144,7.880434782608695,679905.9147078936,3133333.333333333,2413333.3333333326,0.22058714232627274,3.5102026206223904,2413333.1127461903,397609.1954022988,7.0,3.9501311047619048,18.0,28.0,2.4285714285714284,1045.0656220517192,7,1,26535061.359614905,130.0,2.0,-26534016.293992855,25390.808768084913,0.948905109489051,0.0,0
NORM_A_0045,84,3,122.22802220783133,835.963899926783,0.5,0.5119047619047619,6.839380076897142,88902.4422528073,8.437308634415187,376030.21426503133,2266666.6666666665,623352.734599152,0.14916387959866223,4.2296949862832065,623352.5854352724,268648.0683450518,4.0,4.352017354166667,21.0,23.0,2.75,169.45715676728335,4,1,7467635.692079046,80.0,2.0,-7467466.234922279,44067.986472441524,0.9523809523809523,0.0,0
NORM_A_0046,67,3,350.06738501616155,2205.71241977389,0.6567164179104478,0.34328358208955223,6.3008223964424985,85597.58279952344,10.869565217391305,354627.5466435691,1933333.3333333333,606777.5555666629,0.23356744704570792,4.142962161374765,606777.3219992159,177866.66666666666,3.0,3.90756365,22.0,23.0,2.6666666666666665,719.1387037037036,3,1,5734318.908864367,64.0,2.0,-5733599.770160663,7973.870519458226,0.9552238805970149,0.0,0
NORM_A_0047,117,5,182.6353512079023,1132.9348422326843,0.26495726495726496,0.26495726495726496,6.20326149751267,139051.6190641334,9.066666666666666,546496.9224777486,2800000.0,1159999.9999999946,0.1421901323706378,3.930173026073815,1159999.8578098624,308823.5294117647,5.0,3.748404373333333,21.0,32.0,2.6,739.1114552863019,5,1,16268300.319048325,112.0,2.0,-16267561.207593039,22010.618564620465,0.9572649572649573,0.0,0
NORM_A_0048,66,3,598.2376152133332,3482.4276267533905,0.2878787878787879,0.7121212121212122,5.8211445388828436,109115.53876148642,6.019315895372234,530066.4691207912,3266666.6666666665,423.3020195245548,0.19166666666666668,4.857845868125652,423.11035285788813,542697.3303026251,3.0,3.7313067333333336,19.0,29.0,2.3333333333333335,920.6965198599001,3,1,7200704.861738244,63.0,2.0,-7199784.165218384,7820.9319861814565,0.9545454545454546,0.0,0
NORM_A_0049,131,7,270.9661908730769,1699.0951078241867,0.5038167938931297,0.33587786259541985,6.270505934151979,175175.59561038463,9.782608695652174,1112316.6446719617,11745069.412718588,400173.33544303797,0.3059767348576013,6.349723777425662,400173.0294663031,1200607.0955223446,7.0,3.823153430952381,17.0,30.0,2.5714285714285716,1020.1556815742475,7,1,22946982.869278815,124.0,2.0,-22945962.71359724,22493.608851806133,0.9465648854961832,0.0,0
NORM_B_0000,265,4,114.56865407556818,1155.8295507274227,0.19622641509433963,0.3849056603773585,10.088532156143255,408137.6959877715,29.619565217391305,1571354.9618144713,7200000.0,5466666.666666667,0.7906354515050168,3.85006084285229,5466665.876031215,243082.56880733944,5.0,6.699549033333332,52.0,61.0,2.8,10228.795105485231,5,1,108146260.64165395,260.0,2.0,-108136031.84654847,10572.727239756725,0.9811320754716981,0.0,0
NORM_B_0001,273,5,148.9118920870711,1839.5868315969103,0.23809523809523808,0.5970695970695971,12.353525335110747,343665.74507903866,28.266666666666666,1494271.9433326388,8266666.666666666,2189669.927536108,0.7933110367892977,4.348038653049275,2189669.1342250714,292452.8301886792,5.0,5.994971303333334,45.0,80.0,2.4,7429.431416220633,5,1,93813318.97516134,268.0,2.0,-93805889.54374513,12627.254189377036,0.9816849816849816,0.0,0
NORM_B_0002,199,3,132.15919338863637,1307.07367074179,0.18090452261306533,0.32663316582914576,9.890145643505251,623568.422882081,36.141304347826086,2131495.4699626733,9533333.333333334,7539999.999999999,0.8795986622073578,3.41822226999738,7539999.120401337,263779.4486215539,4.0,6.614730104166667,49.0,65.0,2.75,11601.171688034188,4,1,124078514.98184608,195.0,2.0,-124066913.81015804,10695.343394480105,0.9798994974874372,0.0,0
NORM_B_0003,316,6,82.4950230462963,871.3481349851821,0.40822784810126583,0.0949367088607595,10.5624327724132,469277.92223195627,29.609782608695653,1930833.038763271,10133333.333333334,6533333.333333333,1.021992683191867,4.114476618844413,6533332.31134065,342229.23779107473,7.0,5.382965607142857,43.0,57.0,2.4285714285714284,7525.293011106405,7,1,148284298.13228706,309.0,2.0,-148276772.83927596,19704.787297110917,0.9778481012658228,0.0,0
NORM_B_0004,317,5,109.96044865685653,1293.0310528413345,0.8296529968454258,0.21451104100946372,11.75905581175262,299727.88842673047,22.933333333333334,1275559.4467104536,6800000.0,3533333.333333322,0.5939799331103679,4.255724929054336,3533332.7393533885,296511.62790697673,5.0,7.665300216666667,68.0,77.0,2.4,2249.519879227053,5,1,95011491.11139433,312.0,2.0,-95009241.59151511,42236.342069597886,0.9842271293375394,0.0,0
NORM_B_0005,312,6,114.99921738167203,992.6258857677237,0.2467948717948718,0.3974358974358974,8.63158818266813,1882028.062625674,32.13333333333333,17255900.39936313,268400000.0,7193333.333333331,0.842809364548495,9.168779542685938,7193332.490523967,8352697.095435685,7.0,4.909297730952381,42.0,64.0,2.142857142857143,411002650.4853927,7,1,176190105.05381766,305.0,2.0,234812545.43157503,0.4286836224674896,0.9775641025641025,0.0,0
NORM_B_0006,211,4,175.45529763539685,1711.4185105371225,0.27014218009478674,0.2796208530805687,9.754156948247404,516074.46063763375,36.41304347826087,2332466.3269351376,12533333.333333332,4833.744096508899,1.040133779264214,4.519631380427677,4832.703962729634,344199.0049751244,4.0,5.8941776875,58.0,61.0,2.25,12466.761834868905,4,1,108879244.43270586,207.0,2.0,-108866777.67087099,8733.562562186446,0.981042654028436,0.0,0
NORM_B_0007,413,6,102.69250558462782,1064.3108637964003,0.6973365617433414,0.48668280871670705,10.364055855266992,985071.5350531826,20.92391304347826,14078709.534213176,285266666.6666667,4079999.99999998,0.565886287625418,14.292068172950593,4079999.4341136925,13633523.80952381,7.0,8.362238945238095,58.0,78.0,2.857142857142857,285278246.26195395,7,1,121556297.71501048,406.0,2.0,163721948.5469435,0.42609732535789846,0.9830508474576272,0.0,0
NORM_B_0008,148,3,274.3160272861678,2889.9939904533153,0.43243243243243246,0.5675675675675675,10.53527210584185,310897.5260250903,37.2,1687258.8671101397,10266666.666666666,230.71549230367162,1.1955475330926595,5.427057875571429,229.51994477057897,275985.66308243724,3.0,5.290709216666667,48.0,64.0,2.3333333333333335,4084.8470474192727,3,1,46008749.00466595,145.0,2.0,-46004664.15761853,11263.273378554868,0.9797297297297297,0.0,0
NORM_B_0009,351,6,116.9328204487619,1321.295552122748,0.3190883190883191,0.5071225071225072,11.29961243602876,844499.5948774882,21.73913043478261,9568634.37399756,177800000.0,5000000.0,0.5553697510219249,11.330537553882053,4999999.444630249,8178800.0,6.0,7.512094213888889,60.0,68.0,2.6666666666666665,177804913.9150948,6,1,118614443.88690361,345.0,2.0,59190470.02819118,0.6671044195299588,0.9829059829059829,0.0,0
NORM_B_0010,314,5,54.45916585740149,516.8631672401935,0.0,0.4140127388535032,9.490838853345148,235314.0459234877,26.110144927536233,1137853.062593024,6533333.333333333,1218.6420785165324,0.6351170568561874,4.835465975384218,1218.0069614596762,250222.02486678507,5.0,7.841828156666667,65.0,80.0,2.8,5577.095686409427,5,1,73883033.32428873,309.0,2.0,-73877456.22860232,13247.582160788626,0.9840764331210191,0.0,0
NORM_B_0011,334,6,106.32690644284284,972.4269202314839,0.1347305389221557,0.1347305389221557,9.145633525548138,1195464.3626628607,27.456159420289854,16360862.788957352,298333333.33,4293333.333333278,0.7978502415458938,13.685780438083512,4293332.535483036,10865807.149616648,6.0,7.189189761111112,54.0,72.0,2.6666666666666665,298336075.5119534,6,1,100949021.61744204,328.0,2.0,197387053.89451137,0.3383734985593364,0.9820359281437125,0.0,0
NORM_B_0012,196,3,154.80565143444443,1525.807560578692,0.0,0.6071428571428571,9.856278155483398,2555251.7431443753,30.434782608695652,24044642.55727329,331400000.0,7766666.666666666,0.9080267558528428,9.40989185186312,7766665.75863991,10888857.142857144,3.0,6.9201952833333324,72.0,77.0,2.3333333333333335,331404298.1703499,3,1,169425043.48594767,193.0,2.0,161979254.68440223,0.5112336937732144,0.9846938775510204,0.0,0
